,Date Local,County Code,State Code,Site Num,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
2232,2000-06-25,25,6.0,5.0,8.347826,17.0,6.0,16.0,0.016291999999999997,0.026,10.0,22.0,0.3813665,2.6500000000000004,7.5,4.0,0.4250905,0.75,3.0,7.0
2245,2000-06-26,25,6.0,5.0,8.869565,23.0,19.0,22.0,0.036917,0.058,10.0,49.0,0.0,0.0,1.0,0.0,0.299638,0.55,2.5,5.0
2258,2000-06-27,25,6.0,5.0,15.695652,31.0,19.0,29.0,0.023042,0.041,8.0,35.0,1.898758,4.65,15.5,7.0,0.5480075,1.1,20.5,10.0
2271,2000-06-28,25,6.0,5.0,12.391304,30.0,6.0,28.0,0.0225,0.031,9.0,26.0,1.107764,2.6500000000000004,7.0,4.0,0.5907610000000001,1.2,3.0,10.0
2284,2000-06-29,25,6.0,5.0,8.181818,20.0,6.0,19.0,0.03725,0.058,9.0,49.0,1.2613634999999999,3.1500000000000004,13.0,6.0,0.4642045,1.0,3.0,7.0
2297,2000-06-30,25,6.0,5.0,9.73913,23.0,21.0,22.0,0.030625,0.048,13.0,41.0,1.0574535,3.5,10.5,6.0,0.41295299999999996,0.7,6.0,6.0
2310,2000-07-01,25,6.0,5.0,8.478261,15.0,3.0,14.0,0.040792,0.067,9.0,74.0,1.079193,2.8,10.0,4.0,0.393116,0.6,2.5,7.0
2323,2000-07-02,25,6.0,5.0,7.1739130000000015,17.0,5.0,16.0,0.041083,0.054000000000000006,10.0,46.0,1.4819875,3.6500000000000004,12.5,6.0,0.22518149999999998,0.55,7.0,5.0
2336,2000-07-03,25,6.0,5.0,4.652174,11.0,5.0,10.0,0.04625,0.054000000000000006,10.0,46.0,0.35248450000000003,1.0,12.5,1.0,0.010688,0.1,3.5,1.0
2349,2000-07-04,25,6.0,5.0,4.043478,11.0,21.0,10.0,0.046125,0.058,12.0,49.0,0.9711179999999999,1.65,22.0,3.0,0.0086955,0.05,2.5,0.0
2362,2000-07-05,25,6.0,5.0,13.217391,31.0,9.0,29.0,0.051833,0.08800000000000001,8.0,132.0,1.9493785,4.3,8.0,7.0,0.23605099999999998,0.9000000000000001,9.0,8.0
2375,2000-07-06,25,6.0,5.0,11.434783,37.0,6.0,35.0,0.037042,0.063,10.0,61.0,1.6043479999999999,2.6500000000000004,7.0,4.0,0.1875,0.85,6.0,5.0
2388,2000-07-07,25,6.0,5.0,9.363636,17.0,20.0,16.0,0.028667,0.047,8.0,40.0,1.6825755000000002,2.6500000000000004,8.0,4.0,0.32708349999999997,0.55,13.0,6.0
2401,2000-07-08,25,6.0,5.0,7.391303999999999,19.0,7.0,18.0,0.0275,0.041,10.0,35.0,1.2661495,2.0,12.5,3.0,0.4423915,0.75,3.5,6.0
2414,2000-07-09,25,6.0,5.0,6.913042999999999,15.0,3.0,14.0,0.03325,0.046,11.0,39.0,1.1295030000000001,1.65,8.0,3.0,0.3935685,0.55,5.0,6.0
2427,2000-07-10,25,6.0,5.0,12.347826,31.0,19.0,29.0,0.032,0.054000000000000006,9.0,46.0,1.3524844999999999,2.0,15.5,3.0,0.426087,0.8,21.0,7.0
2440,2000-07-11,25,6.0,5.0,13.173913,31.0,21.0,29.0,0.03,0.053,8.0,45.0,3.1506214999999997,6.15,11.0,10.0,0.6148549999999999,1.0,8.0,9.0
2453,2000-07-12,25,6.0,5.0,14.826087,29.0,7.0,27.0,0.031375,0.07,8.0,84.0,3.596894,5.5,9.5,9.0,0.6660325,1.1,8.5,10.0
2466,2000-07-13,25,6.0,5.0,13.869565,27.0,6.0,25.0,0.029083,0.063,9.0,61.0,3.3453415000000004,4.5,8.5,7.0,0.627355,1.15,5.5,9.0
2479,2000-07-14,25,6.0,5.0,13.227273,42.0,7.0,40.0,0.040667,0.068,10.0,77.0,2.293939,6.5,7.5,10.0,0.659091,1.8,8.5,14.0
2492,2000-07-15,25,6.0,5.0,8.913043,24.0,5.0,23.0,0.044208,0.071,9.0,87.0,0.892236,2.8,13.0,4.0,0.3634965,0.75,7.0,7.0
2505,2000-07-16,25,6.0,5.0,4.434783,11.0,3.0,10.0,0.034667,0.041,8.0,35.0,0.1080745,0.6499999999999999,6.5,1.0,0.11929349999999998,0.25,3.0,2.0
2518,2000-07-17,25,6.0,5.0,14.173913,46.0,20.0,43.0,0.030958,0.045,8.0,38.0,1.237267,4.3,22.0,9.0,0.38469200000000003,2.1,21.0,11.0
2531,2000-07-18,25,6.0,5.0,14.304348,41.0,19.0,39.0,0.039167,0.056,10.0,47.0,1.0863355,1.7999999999999998,19.5,3.0,0.3690215,0.95,9.5,11.0
2544,2000-07-19,25,6.0,5.0,13.608695999999998,51.0,7.0,48.0,0.041458,0.066,8.0,71.0,1.9925465,6.0,7.5,10.0,0.38922100000000004,1.1,7.5,7.0
2557,2000-07-20,25,6.0,5.0,8.173913,12.0,0.0,11.0,0.01975,0.036000000000000004,9.0,31.0,2.3453415,3.8,12.5,6.0,0.526087,0.7000000000000001,7.5,7.0
2570,2000-07-21,25,6.0,5.0,8.409091,15.0,6.0,14.0,0.01725,0.03,9.0,25.0,1.2363635,2.5,8.0,4.0,0.6039775000000001,0.95,6.5,9.0
2583,2000-07-22,25,6.0,5.0,7.782609,17.0,21.0,16.0,0.026333,0.05,10.0,42.0,0.604348,1.65,13.5,3.0,0.557971,0.95,21.5,9.0
2596,2000-07-23,25,6.0,5.0,7.217391,17.0,21.0,16.0,0.036917,0.061,10.0,54.0,0.8776394999999999,2.6500000000000004,10.5,4.0,0.562862,0.75,0.5,9.0
2609,2000-07-24,25,6.0,5.0,10.521739,39.0,6.0,37.0,0.041,0.069,11.0,80.0,0.7481365000000001,1.65,7.0,3.0,0.41268150000000003,1.1,6.5,7.0
2622,2000-07-25,25,6.0,5.0,13.565217,42.0,7.0,40.0,0.036542000000000005,0.052000000000000005,8.0,44.0,1.9136644999999999,4.3,7.5,7.0,0.489221,1.2,7.5,10.0
2635,2000-07-26,25,6.0,5.0,10.869565,33.0,6.0,31.0,0.025292,0.041,10.0,35.0,1.1512419999999999,2.5,7.5,4.0,0.500362,1.1,8.5,9.0
2648,2000-07-27,25,6.0,5.0,10.652174,25.0,20.0,24.0,0.021708,0.042,10.0,36.0,1.445963,2.8,19.5,4.0,0.640761,1.0,14.5,9.0
2661,2000-07-28,25,6.0,5.0,16.727273,34.0,6.0,32.0,0.020667,0.03,10.0,25.0,2.9007575,6.5,20.0,11.0,0.928409,2.4,14.5,14.0
2674,2000-07-29,25,6.0,5.0,11.913043,23.0,22.0,22.0,0.03275,0.059,9.0,50.0,1.856211,3.6500000000000004,10.5,6.0,0.5969205,1.15,11.0,14.0
2687,2000-07-30,25,6.0,5.0,6.565217,16.0,21.0,15.0,0.032792,0.042,9.0,36.0,1.3596275,2.6500000000000004,14.0,4.0,0.550815,0.8,10.5,8.0
2700,2000-07-31,25,6.0,5.0,9.26087,31.0,20.0,29.0,0.037875,0.052000000000000005,10.0,44.0,1.3524844999999999,2.5,22.0,4.0,0.5874095,1.0,21.0,9.0
2713,2000-08-01,25,6.0,5.0,10.73913,27.0,22.0,25.0,0.044417,0.076,9.0,101.0,1.9062109999999999,3.0,17.5,4.0,0.7151270000000001,1.0,11.0,9.0
2726,2000-08-02,25,6.0,5.0,9.695652,26.0,19.0,25.0,0.030667000000000007,0.049,10.0,42.0,1.697826,2.8,22.0,4.0,0.6188405,0.8999999999999999,9.5,9.0
2739,2000-08-03,25,6.0,5.0,10.434783,21.0,20.0,20.0,0.026833,0.052000000000000005,9.0,44.0,2.24441,3.5,10.0,6.0,0.716938,0.95,3.0,9.0
2752,2000-08-04,25,6.0,5.0,17.227273,46.0,7.0,43.0,0.053292,0.098,9.0,156.0,2.296212,6.300000000000001,7.5,10.0,0.874811,1.9,8.5,16.0
2765,2000-08-05,25,6.0,5.0,8.347826,23.0,21.0,22.0,0.047458,0.071,9.0,87.0,0.08633550000000001,0.8,10.0,1.0,0.35317049999999994,0.7,4.5,6.0
2778,2000-08-06,25,6.0,5.0,4.695652,11.0,5.0,10.0,0.03075,0.048,10.0,41.0,0.0,0.0,1.0,0.0,0.41068800000000005,0.55,21.0,6.0
2791,2000-08-07,25,6.0,5.0,6.304348,12.0,19.0,11.0,0.025542,0.042,9.0,36.0,0.2881985,2.0,9.5,4.0,0.540489,0.7000000000000001,14.0,7.0
2804,2000-08-08,25,6.0,5.0,8.869565,21.0,19.0,20.0,0.030792,0.051,10.0,43.0,0.6760870000000001,2.5,11.0,4.0,0.5358695,0.95,6.0,8.0
2817,2000-08-09,25,6.0,5.0,15.608695999999998,57.0,20.0,54.0,0.041375,0.068,10.0,77.0,0.5397514999999999,3.0,7.5,6.0,0.5424815000000001,1.4,6.5,10.0
2830,2000-08-10,25,6.0,5.0,16.73913,50.0,6.0,47.0,0.043583,0.067,10.0,74.0,0.43882,1.65,7.0,3.0,0.4230075,1.35,7.0,8.0
2843,2000-08-11,25,6.0,5.0,15.136364000000002,68.0,7.0,66.0,0.038375,0.069,8.0,80.0,1.912121,6.800000000000001,7.5,11.0,0.580357,1.65,7.5,11.0
2856,2000-08-12,25,6.0,5.0,6.869565,13.0,23.0,12.0,0.032958,0.055,10.0,47.0,0.92795,1.65,16.0,3.0,0.5897645,0.8,16.0,8.0
2869,2000-08-13,25,6.0,5.0,7.086957000000001,20.0,20.0,19.0,0.022917,0.036000000000000004,9.0,31.0,1.373913,3.3,23.0,6.0,0.6469205,1.0,10.5,9.0
2882,2000-08-14,25,6.0,5.0,8.913043,32.0,20.0,30.0,0.024375,0.034,10.0,29.0,1.4819875,2.5,17.0,4.0,0.7490034999999999,1.25,10.0,9.0
2895,2000-08-15,25,6.0,5.0,8.304348,16.0,20.0,15.0,0.028708,0.042,9.0,36.0,1.0360245,1.7999999999999998,22.0,3.0,0.7958335,1.0,8.5,10.0
2908,2000-08-16,25,6.0,5.0,9.909091,25.0,7.0,24.0,0.044208,0.075,9.0,100.0,1.090909,2.5,8.0,4.0,0.7761365,1.45,8.5,14.0
2921,2000-08-17,25,6.0,5.0,7.2352940000000014,15.0,2.0,14.0,0.029462,0.041,11.0,35.0,0.0,0.0,1.0,0.0,0.4292645,0.55,7.0,6.0
2970,2000-08-21,25,6.0,5.0,9.0,14.0,21.0,13.0,0.027385000000000003,0.036000000000000004,11.0,31.0,0.0454545,0.5,15.0,1.0,0.38636349999999997,0.44999999999999996,18.0,5.0
2983,2000-08-22,25,6.0,5.0,10.217391,25.0,6.0,24.0,0.024333,0.035,8.0,30.0,0.0,0.0,1.0,0.0,0.5641305,1.15,7.0,9.0
2996,2000-08-23,25,6.0,5.0,9.625,20.0,15.0,19.0,0.025167,0.038,8.0,32.0,0.0791665,0.8,22.0,1.0,0.6897645,1.0,8.0,9.0
3009,2000-08-24,25,6.0,5.0,14.125,46.0,19.0,43.0,0.025458,0.044,9.0,37.0,0.25,1.5,20.0,3.0,0.952083,2.2,21.5,17.0
3022,2000-08-25,25,6.0,5.0,9.125,14.0,18.0,13.0,0.047125,0.065,10.0,67.0,0.0,0.0,1.0,0.0,0.619475,1.1,2.0,17.0
3035,2000-08-26,25,6.0,5.0,9.625,23.0,5.0,22.0,0.045625,0.069,10.0,80.0,1.9541665000000001,5.0,7.0,9.0,0.34791700000000003,0.65,6.5,6.0
3048,2000-08-27,25,6.0,5.0,7.166667,16.0,2.0,15.0,0.025875,0.033,9.0,28.0,0.36875,2.0,1.0,3.0,0.29375,0.5,4.0,5.0
3061,2000-08-28,25,6.0,5.0,8.25,17.0,7.0,16.0,0.025583,0.039,9.0,33.0,0.24375000000000002,1.0,13.0,1.0,0.4020835,0.8,9.0,7.0
3074,2000-08-29,25,6.0,5.0,8.458333,23.0,7.0,22.0,0.019708,0.026,8.0,22.0,0.4145835,1.0,7.0,1.0,0.45208349999999997,1.0499999999999998,8.0,8.0
3087,2000-08-30,25,6.0,5.0,10.291667,16.0,5.0,15.0,0.027208,0.049,10.0,42.0,2.49375,6.65,16.5,10.0,0.38958349999999997,0.55,14.5,6.0
3100,2000-08-31,25,6.0,5.0,8.458333,20.0,5.0,19.0,0.0335,0.049,11.0,42.0,1.6124999999999998,3.8,13.5,6.0,0.22744550000000002,0.4,2.5,5.0
3113,2000-09-01,25,6.0,5.0,6.25,9.0,18.0,8.0,0.029,0.04,11.0,34.0,1.0431674999999998,1.65,11.0,3.0,0.195652,0.2,0.0,2.0
3125,2000-09-02,25,6.0,5.0,9.375,44.0,21.0,42.0,0.028417,0.041,10.0,35.0,1.11875,1.7999999999999998,21.5,3.0,0.16875,0.5,21.0,3.0
3137,2000-09-03,25,6.0,5.0,8.583333,19.0,18.0,18.0,0.039792,0.058,10.0,49.0,1.9020835,2.8,16.5,4.0,0.15000000000000002,0.3,9.0,3.0
3149,2000-09-04,25,6.0,5.0,13.041667,49.0,6.0,46.0,0.041667,0.071,11.0,87.0,2.49375,4.5,7.0,7.0,0.30833350000000004,1.6,6.5,8.0
3161,2000-09-05,25,6.0,5.0,17.541667,40.0,19.0,38.0,0.0315,0.053,10.0,45.0,3.4020835,4.65,11.5,7.0,0.3625,1.35,6.0,8.0
3173,2000-09-06,25,6.0,5.0,22.083333,59.0,20.0,56.0,0.026083,0.055,10.0,47.0,3.6979165,6.15,22.0,10.0,0.38958349999999997,1.5499999999999998,22.0,9.0
3185,2000-09-07,25,6.0,5.0,22.058824,47.0,1.0,44.0,0.026,0.046,11.0,39.0,4.2382355,6.800000000000001,1.5,11.0,0.60774,1.85,1.5,14.0
3405,2000-09-27,25,6.0,5.0,18.375,45.0,7.0,42.0,0.019083000000000003,0.043,8.0,36.0,5.9354165000000005,6.800000000000001,9.0,10.0,0.5393939999999999,0.8500000000000001,21.0,8.0
3417,2000-09-28,25,6.0,5.0,15.166667000000002,43.0,18.0,41.0,0.033875,0.056,9.0,47.0,6.61875,9.65,13.5,14.0,0.4770835,1.25,7.0,9.0
3429,2000-09-29,25,6.0,5.0,18.608696,51.0,18.0,48.0,0.025958,0.045,9.0,38.0,5.606249999999999,6.800000000000001,19.0,10.0,1.0083335,9.55,15.5,31.0
3441,2000-09-30,25,6.0,5.0,26.458333000000003,66.0,7.0,64.0,0.028458,0.057,9.0,48.0,7.0333334999999995,10.649999999999999,7.0,16.0,1.1208334999999998,3.05,15.5,23.0
3453,2000-10-01,25,6.0,5.0,29.291667,59.0,7.0,56.0,0.023083000000000003,0.053,8.0,45.0,9.6916665,15.5,4.5,23.0,2.5354165,7.6499999999999995,5.0,68.0
3466,2000-10-02,25,6.0,5.0,17.208333,37.0,8.0,35.0,0.026125,0.043,9.0,36.0,7.2833334999999995,10.15,8.0,16.0,0.78125,1.5,4.0,13.0
3479,2000-10-03,25,6.0,5.0,18.333333,52.0,7.0,49.0,0.027292,0.05,9.0,42.0,6.9020835,9.3,7.5,14.0,0.7104165,2.15,7.5,14.0
3492,2000-10-04,25,6.0,5.0,10.166667,18.0,6.0,17.0,0.030208,0.051,10.0,43.0,6.039583500000001,6.65,14.0,10.0,0.4895835,0.6,3.0,7.0
3505,2000-10-05,25,6.0,5.0,20.5,45.0,20.0,42.0,0.014292,0.036000000000000004,9.0,31.0,7.264935,9.0,19.0,13.0,0.8838345,2.4,20.5,19.0
3518,2000-10-06,25,6.0,5.0,18.958333,46.0,8.0,43.0,0.0225,0.045,9.0,38.0,9.23125,12.149999999999999,13.0,19.0,0.9625,2.15,3.5,17.0
3531,2000-10-07,25,6.0,5.0,12.041667,47.0,19.0,44.0,0.03125,0.046,9.0,39.0,6.731249999999999,7.800000000000001,19.0,11.0,0.3729165,1.1,9.5,11.0
3544,2000-10-08,25,6.0,5.0,17.625,44.0,7.0,42.0,0.032958,0.06,8.0,51.0,7.5729165,10.0,7.0,14.0,0.6479165,1.95,7.0,15.0
3557,2000-10-09,25,6.0,5.0,8.125,19.0,7.0,18.0,0.023125,0.034,9.0,29.0,7.5729165,8.0,4.0,11.0,0.379167,0.6,0.0,6.0
3570,2000-10-10,25,6.0,5.0,4.4583330000000005,7.0,17.0,7.0,0.035708,0.04,3.0,34.0,7.0333334999999995,7.65,11.0,11.0,0.189583,0.35,0.0,5.0
3583,2000-10-11,25,6.0,5.0,5.8333330000000005,14.0,6.0,13.0,0.03175,0.038,9.0,32.0,7.1583334999999995,7.800000000000001,13.0,11.0,0.1104165,0.19999999999999998,3.0,1.0
3596,2000-10-12,25,6.0,5.0,6.791667,15.0,17.0,14.0,0.031167,0.039,9.0,33.0,7.395833499999999,7.800000000000001,7.0,11.0,0.11875000000000001,0.25,19.5,2.0
3609,2000-10-13,25,6.0,5.0,20.434783,57.0,20.0,54.0,0.026917,0.047,9.0,40.0,8.4020835,10.0,21.0,14.0,0.476449,1.5,22.0,14.0
3622,2000-10-14,25,6.0,5.0,20.375,69.0,19.0,67.0,0.029125,0.048,10.0,41.0,9.7708335,15.149999999999999,19.5,23.0,0.9354165,3.7,21.0,26.0
3635,2000-10-15,25,6.0,5.0,23.041667,64.0,21.0,62.0,0.02625,0.054000000000000006,9.0,46.0,10.4541665,18.3,22.0,29.0,1.15,4.7,22.0,31.0
3648,2000-10-16,25,6.0,5.0,27.458333000000003,70.0,7.0,68.0,0.025375,0.053,9.0,45.0,10.4416665,14.3,7.5,21.0,1.2104165,3.8999999999999995,3.5,31.0
3661,2000-10-17,25,6.0,5.0,27.5,55.0,19.0,52.0,0.020708,0.049,9.0,42.0,10.3625,11.649999999999999,6.5,17.0,0.947917,2.2,7.0,16.0
3674,2000-10-18,25,6.0,5.0,24.521739,51.0,8.0,48.0,0.021875,0.039,9.0,33.0,11.445651999999999,13.8,1.0,20.0,1.1781705,2.55,2.5,20.0
3687,2000-10-19,25,6.0,5.0,25.785714,35.0,18.0,33.0,0.003818,0.013,0.0,11.0,6.811111,11.8,8.5,19.0,1.3948055000000004,2.4,23.0,19.0
3700,2000-10-20,25,6.0,5.0,29.0,63.0,18.0,61.0,0.013958000000000002,0.038,9.0,32.0,4.825,11.5,22.0,20.0,1.8252979999999996,3.1,1.0,27.0
3713,2000-10-21,25,6.0,5.0,9.217391,36.0,0.0,34.0,0.0275,0.04,10.0,34.0,1.057764,3.8,1.0,6.0,0.7751815,2.15,0.5,28.0
3726,2000-10-22,25,6.0,5.0,6.173913,24.0,16.0,23.0,0.024792,0.032,7.0,27.0,0.043167500000000004,0.6499999999999999,10.5,1.0,0.4406705,0.8500000000000001,16.0,7.0
3739,2000-10-23,25,6.0,5.0,8.666667,19.0,18.0,18.0,0.018417,0.031,10.0,26.0,0.0,0.0,1.0,0.0,0.3208335,0.4,0.0,5.0
3752,2000-10-24,25,6.0,5.0,26.217391,52.0,20.0,49.0,0.018542,0.047,9.0,40.0,1.7838505,5.0,22.0,7.0,1.072192,2.9000000000000004,22.5,25.0
3765,2000-10-25,25,6.0,5.0,29.391304,61.0,18.0,58.0,0.026,0.057,9.0,48.0,2.690683,4.65,19.5,7.0,1.3211050000000002,2.35,10.0,28.0
3778,2000-10-26,25,6.0,5.0,9.652174,28.0,6.0,26.0,0.030542000000000007,0.039,8.0,33.0,0.9496895,1.0,1.0,1.0,0.5298915,1.3,3.0,17.0
3791,2000-10-27,25,6.0,5.0,8.5,18.0,7.0,17.0,0.026292000000000003,0.035,9.0,30.0,0.9916665,1.65,16.0,3.0,0.36344699999999996,0.65,10.5,5.0
3804,2000-10-28,25,6.0,5.0,11.391304,35.0,7.0,33.0,0.027375,0.039,9.0,33.0,1.920807,4.65,8.0,7.0,0.4718295,1.85,7.5,13.0
3817,2000-10-29,25,6.0,5.0,16.043478,37.0,18.0,35.0,0.025542,0.047,9.0,40.0,2.5826085,4.5,16.0,7.0,0.466214,1.0,8.5,9.0
3830,2000-10-30,25,6.0,5.0,9.086957,25.0,5.0,24.0,0.02825,0.036000000000000004,8.0,31.0,2.0,2.0,1.0,3.0,0.2336955,0.65,2.5,6.0
3843,2000-10-31,25,6.0,5.0,16.782609,48.0,19.0,45.0,0.021458,0.038,9.0,32.0,2.4459630000000003,4.65,19.5,7.0,0.44239150000000005,1.9,21.5,15.0
3856,2000-11-01,25,6.0,5.0,21.565217,45.0,19.0,42.0,0.014916999999999996,0.034,9.0,29.0,4.1723605,11.149999999999999,22.0,17.0,1.4720110000000002,6.4,22.0,52.0
3870,2000-11-02,25,6.0,5.0,26.26087,44.0,18.0,42.0,0.011958,0.026,9.0,22.0,4.7341615,9.3,2.0,14.0,2.2394925,6.35,2.0,70.0
3884,2000-11-03,25,6.0,5.0,16.045455,34.0,17.0,32.0,0.019458,0.028,9.0,24.0,2.6257575000000006,6.65,8.0,14.0,0.6642045,1.9000000000000001,3.0,31.0
3898,2000-11-04,25,6.0,5.0,19.608696,48.0,18.0,45.0,0.018333,0.037000000000000005,9.0,31.0,3.8052795,10.8,23.0,17.0,1.27654,6.450000000000001,23.0,47.0
3910,2000-11-05,25,6.0,5.0,15.826087,41.0,0.0,39.0,0.022625,0.043,9.0,36.0,3.9425465,12.149999999999999,1.0,20.0,1.6750905,7.3999999999999995,0.5,63.0
3922,2000-11-06,25,6.0,5.0,23.956522,50.0,7.0,47.0,0.017458,0.035,9.0,30.0,3.7121115000000002,7.300000000000001,8.0,11.0,1.2589675,2.9,7.5,23.0
3934,2000-11-07,25,6.0,5.0,17.086957,38.0,19.0,36.0,0.018208,0.032,8.0,27.0,2.7770189999999997,3.0,5.5,4.0,0.660145,1.35,8.5,18.0
3947,2000-11-08,25,6.0,5.0,27.913043,56.0,8.0,53.0,0.013458,0.032,9.0,27.0,4.2658385,6.65,20.0,10.0,1.385326,2.8,15.0,24.0
3960,2000-11-09,25,6.0,5.0,13.5,28.0,8.0,26.0,0.028458,0.038,10.0,32.0,3.2863635,4.8,4.0,7.0,0.8624999999999999,1.9000000000000001,0.0,25.0
3973,2000-11-10,25,6.0,5.0,5.652174,16.0,8.0,15.0,0.0295,0.032,9.0,27.0,1.489441,2.0,5.5,3.0,0.280888,0.4,3.5,3.0
3986,2000-11-11,25,6.0,5.0,6.391304,15.0,16.0,14.0,0.029333,0.034,8.0,29.0,1.697826,2.0,4.5,3.0,0.37029,0.65,16.0,6.0
3999,2000-11-12,25,6.0,5.0,14.0,40.0,20.0,38.0,0.019708,0.036000000000000004,9.0,31.0,2.517702,4.65,22.0,7.0,0.6791665,2.35,21.5,17.0
4012,2000-11-13,25,6.0,5.0,23.26087,59.0,19.0,56.0,0.014083000000000004,0.031,9.0,26.0,5.9701865000000005,21.5,19.5,37.0,1.8927535,8.25,21.0,62.0
4025,2000-11-14,25,6.0,5.0,30.0,67.0,17.0,65.0,0.017333,0.029,20.0,25.0,5.9065215,11.3,13.0,19.0,2.2571555,5.949999999999999,9.5,67.0
4038,2000-11-15,25,6.0,5.0,22.347826,56.0,20.0,53.0,0.017625,0.035,9.0,30.0,5.5819875,14.149999999999999,20.0,23.0,1.5511775,6.4,21.5,49.0
4051,2000-11-16,25,6.0,5.0,26.521739,50.0,19.0,47.0,0.014333000000000004,0.03,9.0,25.0,4.899068000000001,8.15,19.5,13.0,1.633877,5.050000000000001,10.5,50.0
4064,2000-11-17,25,6.0,5.0,22.636364,43.0,17.0,41.0,0.016041999999999997,0.029,9.0,25.0,2.3166665,4.65,7.0,7.0,0.9022725,3.25,10.5,35.0
4077,2000-11-18,25,6.0,5.0,21.130435,55.0,18.0,52.0,0.019,0.037000000000000005,9.0,31.0,2.567702,7.5,19.5,11.0,1.1486415,3.95,22.5,34.0
4090,2000-11-19,25,6.0,5.0,22.652174,47.0,17.0,44.0,0.014875,0.033,9.0,28.0,2.24441,5.5,22.0,9.0,1.3653080000000002,4.15,10.5,35.0
4102,2000-11-20,25,6.0,5.0,29.391304,55.0,9.0,52.0,0.008542000000000001,0.02,9.0,17.0,3.7118015,9.8,22.5,16.0,2.0597825,5.7,22.0,42.0
4116,2000-11-21,25,6.0,5.0,47.347826,103.0,21.0,101.0,0.0055,0.008,7.0,7.0,8.487578,23.15,21.0,34.0,4.1596015,14.8,22.0,136.0
4130,2000-11-22,25,6.0,5.0,28.136364,114.0,9.0,103.0,0.022958000000000003,0.036000000000000004,11.0,31.0,5.256818,15.5,2.0,23.0,3.9304925000000006,11.8,2.0,159.0
4144,2000-11-23,25,6.0,5.0,26.0,63.0,18.0,61.0,0.017041999999999998,0.036000000000000004,9.0,31.0,3.9987579999999996,16.0,22.5,24.0,2.114402,9.15,22.5,78.0
4158,2000-11-24,25,6.0,5.0,46.826087,116.0,9.0,104.0,0.015833,0.043,9.0,36.0,4.4257765000000004,9.8,10.5,16.0,3.7759055000000004,8.5,2.5,81.0
4172,2000-11-25,25,6.0,5.0,35.956522,89.0,21.0,88.0,0.016041999999999997,0.037000000000000005,9.0,31.0,4.2434785,21.5,22.0,34.0,3.0907609999999996,14.05,22.0,91.0
4186,2000-11-26,25,6.0,5.0,33.086957,72.0,0.0,70.0,0.013125,0.035,9.0,30.0,4.404348,15.8,1.0,23.0,4.315308,14.5,3.0,183.0
4200,2000-11-27,25,6.0,5.0,36.913043,100.0,8.0,100.0,0.013833000000000002,0.037000000000000005,9.0,31.0,3.9847825,13.3,22.5,20.0,2.681975,8.2,22.5,59.0
4214,2000-11-28,25,6.0,5.0,38.391304,126.0,8.0,106.0,0.010792,0.028,8.0,24.0,4.7338505,13.5,7.5,20.0,4.2075000000000005,9.8,8.0,73.0
4228,2000-11-29,25,6.0,5.0,45.652174,108.0,10.0,102.0,0.013708,0.039,8.0,33.0,4.5829195,9.0,7.5,14.0,2.8012685,6.0,7.5,55.0
4242,2000-11-30,25,6.0,5.0,37.652174,64.0,8.0,62.0,0.010292,0.027000000000000003,9.0,23.0,2.8833335,7.15,8.0,11.0,1.7429350000000001,3.6500000000000004,7.5,32.0
4256,2000-12-01,25,6.0,5.0,33.318182,47.0,16.0,44.0,0.008917,0.022,8.0,19.0,2.4507575,7.800000000000001,22.5,11.0,1.7808709999999999,6.050000000000001,22.0,50.0
4269,2000-12-02,25,6.0,5.0,27.826087,48.0,21.0,45.0,0.01575,0.034,9.0,29.0,2.078882,6.15,22.0,10.0,2.1072465,5.8500000000000005,11.0,54.0
4282,2000-12-03,25,6.0,5.0,25.869565,51.0,18.0,48.0,0.016875,0.035,8.0,30.0,1.078882,3.6500000000000004,20.0,6.0,1.5828805,4.6,10.0,50.0
4295,2000-12-04,25,6.0,5.0,28.434783000000003,53.0,8.0,50.0,0.011167,0.027000000000000003,8.0,23.0,1.143789,2.6500000000000004,7.5,4.0,1.30471,3.45,3.5,26.0
4308,2000-12-05,25,6.0,5.0,33.086957,53.0,17.0,50.0,0.011125,0.029,8.0,25.0,1.9350930000000002,6.300000000000001,19.5,10.0,1.6951990000000001,5.550000000000001,21.0,47.0
4321,2000-12-06,25,6.0,5.0,45.695652,119.0,10.0,104.0,0.009583,0.027000000000000003,8.0,23.0,3.3015525,9.8,8.0,17.0,2.6712860000000003,6.4,9.5,51.0
4334,2000-12-07,25,6.0,5.0,26.913043,43.0,18.0,41.0,0.006333,0.017,9.0,14.0,2.0506215,4.3,19.5,7.0,1.7515399999999999,3.9000000000000004,22.0,33.0
4347,2000-12-08,25,6.0,5.0,30.090909000000003,96.0,8.0,96.0,0.014333000000000004,0.037000000000000005,9.0,31.0,2.9651515,9.15,8.0,16.0,2.096212,5.199999999999999,7.5,39.0
4360,2000-12-09,25,6.0,5.0,29.652174,60.0,8.0,57.0,0.012708,0.034,8.0,29.0,2.7993785000000004,7.15,8.0,13.0,2.013949,4.55,7.0,38.0
